Tên sản phẩm,Danh Mục,Thương hiệu,JSON Attributes,Link Shop,Giá
Áo khoác phao nam LAROMA siêu nhẹ lót bông xốp giữ ấm chống nước cản gió mùa đông đại hàn,Áo khoác,LAROMA,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""LAROMA"",""Chất liệu"":""Vải dù lót bông xốp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Ấm áp"",""Mẫu"":""Trần bông ngang"",""Mùa"":""Mùa đông"",""Tính năng"":""Siêu nhẹ, giữ ấm, cản gió"",""Hoàn cảnh"":""Đi đường, Mặc ngoài trời rét"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ trùm đầu"",""Kiểu áo khoác"":""Áo phao"",""Kiểu nút"":""Khóa kéo""}",null,550.000 đ
Áo Khoác Phao Nam LAROMA Trần Bông Mũ Trùm Tháo Rời Trượt Nước Tiện Lợi LR-AP01,Áo khoác,LAROMA,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""LAROMA"",""Chất liệu"":""Polyester trượt nước"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Tiện lợi, Trẻ trung"",""Mẫu"":""Trần trám"",""Mùa"":""Mùa đông"",""Tính năng"":""Chống nước nhẹ, tháo rời mũ"",""Hoàn cảnh"":""Đi làm, Đi học"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ tháo rời"",""Kiểu áo khoác"":""Áo khoác phao"",""Kiểu nút"":""Khóa kéo và cúc bấm""}",null,620.000 đ
Áo Phao BOO Oversized Puffer Jacket Bóng Bẩy Streetwear Cực Chất Form Rộng Unisex B-PF01,Áo khoác,BOO,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""BOO"",""Chất liệu"":""Vải phao tráng gương bóng"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Y2K"",""Mẫu"":""Trơn bóng"",""Mùa"":""Mùa đông"",""Tính năng"":""Cá tính, chắn gió tốt"",""Hoàn cảnh"":""Dạo phố, Chụp ảnh OOTD"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ cao"",""Kiểu áo khoác"":""Puffer Jacket"",""Kiểu nút"":""Khóa kéo bản to""}",null,890.000 đ
Áo khoác phao nam BOO dáng ngắn màu đen cá tính phong cách đường phố bụi bặm mùa đông,Áo khoác,BOO,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""BOO"",""Chất liệu"":""Nylon nhám lót bông siêu nhẹ"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Bụi bặm, Đường phố"",""Mẫu"":""Cropped (Dáng ngắn)"",""Mùa"":""Mùa đông"",""Tính năng"":""Hack dáng, cản gió"",""Hoàn cảnh"":""Đi chơi, Lên đồ tiệc tùng"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ đứng"",""Kiểu áo khoác"":""Áo phao dáng ngắn"",""Kiểu nút"":""Cúc bấm""}",null,850.000 đ
Áo Khoác Phao Lông Vũ TOKYOLIFE Siêu Nhẹ Kháng Khuẩn Giữ Nhiệt Tối Đa Mùa Đông TL-LV99,Áo khoác,TOKYOLIFE,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""TOKYOLIFE"",""Chất liệu"":""Nylon siêu nhẹ lót lông vũ tự nhiên"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Nhật Bản, Tối giản"",""Mẫu"":""Trần bông múi nhỏ"",""Mùa"":""Mùa đông"",""Tính năng"":""Siêu nhẹ, ấm gấp 3 lần, dễ gấp gọn"",""Hoàn cảnh"":""Du lịch xứ lạnh, Đi làm đại hàn"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo khoác"":""Áo phao lông vũ"",""Kiểu nút"":""Khóa kéo""}",null,790.000 đ
Áo khoác phao nam TOKYOLIFE lót nhung cổ trụ cản gió rét mướt dáng ôm thanh lịch công sở,Áo khoác,TOKYOLIFE,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""TOKYOLIFE"",""Chất liệu"":""Vải gió lót nhung và bông"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Lịch sự"",""Mẫu"":""Trơn"",""Mùa"":""Mùa đông"",""Tính năng"":""Giữ ấm kép, cản gió lùa"",""Hoàn cảnh"":""Đi làm ngày đại hàn"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ trụ"",""Kiểu áo khoác"":""Áo phao lót nhung"",""Kiểu nút"":""Khóa kéo giấu trong nẹp""}",null,750.000 đ
Áo Phao Nam TOKYOLIFE WarmMax Puffer Coat Chống Nước Dáng Dài Có Mũ Lông Thời Trang TL-PF03,Áo khoác,TOKYOLIFE,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""TOKYOLIFE"",""Chất liệu"":""Polyester 100% kháng nước"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thời thượng, Giữ ấm"",""Mẫu"":""Trần múi to"",""Mùa"":""Mùa đông"",""Tính năng"":""Chống nước mưa phùn, cản rét đậm"",""Hoàn cảnh"":""Mặc khoác ngoài, Đi xe máy"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ viền lông"",""Kiểu áo khoác"":""Áo phao dáng dài"",""Kiểu nút"":""Khóa kéo 2 chiều""}",null,715.000 đ
Áo khoác phao nam Coolmate Daily Wear lót bông Sorona sinh học thân thiện môi trường giữ ấm cực đỉnh,Áo khoác,Coolmate,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Bông sinh học Sorona"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thường ngày, Năng động"",""Mẫu"":""Trần bông quả trám"",""Mùa"":""Mùa đông"",""Tính năng"":""Thân thiện môi trường, giữ nhiệt tốt"",""Hoàn cảnh"":""Mặc hàng ngày, Đi cafe"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ bẻ bomber"",""Kiểu áo khoác"":""Áo khoác phao lót bông"",""Kiểu nút"":""Khóa gài kim loại""}",null,699.000 đ
Áo Khoác Phao Nam Coolmate Chống Nước Trượt Gió Có Mũ Trùm Gọn Nhẹ Thể Thao CM-AP05,Áo khoác,Coolmate,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Vải dù trượt nước lót bông micro"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Tiện ích"",""Mẫu"":""Trơn cơ bản"",""Mùa"":""Mùa đông"",""Tính năng"":""Trượt nước, cản gió 100%"",""Hoàn cảnh"":""Chạy bộ mùa đông, Đi phượt"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ trùm"",""Kiểu áo khoác"":""Áo phao thể thao"",""Kiểu nút"":""Khóa kéo chống nước ép keo""}",null,750.000 đ
Áo Phao Coolmate Essential Puffer Jacket Minimalist Design Mặc Hàng Ngày Tiện Lợi CM-AP06,Áo khoác,Coolmate,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Polyester tái chế lót bông"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Minimalist, Hiện đại"",""Mẫu"":""Trần múi ngang cơ bản"",""Mùa"":""Mùa đông"",""Tính năng"":""Nhẹ nhàng, dễ phối layer"",""Hoàn cảnh"":""Đi làm, Đi chơi dạo phố"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ cao"",""Kiểu áo khoác"":""Puffer Jacket"",""Kiểu nút"":""Khóa kéo YKK"",""Rất lớn"":""Có""}",null,650.000 đ
Áo Khoác Phao Teelab Oversized Puffer Jacket Form Rộng Dễ Thương Unisex TL-AP01,Áo khoác,Teelab,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Vải phao lót bông"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Unisex"",""Mẫu"":""Trơn in logo"",""Mùa"":""Mùa đông"",""Tính năng"":""Giữ ấm, siêu nhẹ"",""Hoàn cảnh"":""Dạo phố, Đi chơi"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ cao"",""Kiểu áo khoác"":""Puffer Jacket"",""Kiểu nút"":""Khóa kéo""}",null,550.000 đ
Áo khoác phao nam nữ Teelab chần bông múi to dáng ngắn trẻ trung phong cách Hàn Quốc mặc mùa đông đại hàn,Áo khoác,Teelab,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Polyester chần bông"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hàn Quốc, Trẻ trung"",""Mẫu"":""Chần bông ngang"",""Mùa"":""Mùa đông"",""Tính năng"":""Giữ ấm cực tốt, cản gió"",""Hoàn cảnh"":""Đi học, Đi dạo"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ trùm đầu"",""Kiểu áo khoác"":""Áo phao dáng ngắn"",""Kiểu nút"":""Khóa kéo và cúc bấm""}",null,650.000 đ
Áo Khoác Phao Nam TORANO Lót Lông Giữ Nhiệt Cao Cấp Siêu Nhẹ TRN-P05,Áo khoác,TORANO,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""TORANO"",""Chất liệu"":""Vải gió lót lông cừu"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Lịch lãm, Nam tính"",""Mẫu"":""Trơn"",""Mùa"":""Mùa đông"",""Tính năng"":""Chống rét đậm, giữ nhiệt"",""Hoàn cảnh"":""Đi làm, Gặp gỡ đối tác"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ trụ"",""Kiểu áo khoác"":""Áo phao"",""Kiểu nút"":""Khóa kéo""}",null,850.000 đ
Áo khoác phao nam TORANO dáng suông chống nước nhẹ cản gió tuyệt đối thiết kế túi khóa zip an toàn,Áo khoác,TORANO,"{""Danh Mục"":""Áo khoác phao"",""Thương hiệu"":""TORANO"",""Chất liệu"":""Vải dù trượt nước"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Tiện lợi"",""Mẫu"":""Trần trám tinh tế"",""Mùa"":""Mùa đông"",""Tính năng"":""Cản gió, trượt nước nhẹ"",""Hoàn cảnh"":""Đi xe máy, Đi làm"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ tháo rời"",""Kiểu áo khoác"":""Áo khoác phao"",""Kiểu nút"":""Khóa kéo chống nước""}",null,790.000 đ
Áo Polo Len Nam KRIK Form Fitted Chất Liệu Pha Sợi Thiết Kế Cổ Khóa Kéo PL2238,"Áo Hoodie, Áo Len & Áo Nỉ",KRIK,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""KRIK"",""Chất liệu"":""Sợi len pha cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Hiện đại, Công sở"",""Mẫu"":""Trơn / Dệt kim"",""Mùa"":""Thu Đông"",""Tính năng"":""Cổ khóa kéo (Zip-up), Giữ ấm, Form Fitted tôn dáng"",""Hoàn cảnh"":""Đi làm, Dự tiệc, Hẹn hò, Sự kiện"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ Polo khóa kéo""}",https://shopee.vn/%C3%81o-Polo-Len-Nam-KRIK-Form-Fitted-Ch%E1%BA%A5t-Li%E1%BB%87u-Pha-S%E1%BB%A3i-Thi%E1%BA%BFt-K%E1%BA%BF-C%E1%BB%95-Kh%C3%B3a-K%C3%A9o-Hi%E1%BB%87n-%C4%90%E1%BA%A1i-Thanh-L%E1%BB%8Bch-PL2238-i.200790122.43020229097?extraParams=%7B%22display_model_id%22%3A301652087825%2C%22model_selection_logic%22%3A3%7D,450.000đ
Áo Len Nam KRIK Form Regular Chất Len Mềm Mại Thiết Kế Henley Cúc Gỗ AL3597,"Áo Hoodie, Áo Len & Áo Nỉ",KRIK,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""KRIK"",""Chất liệu"":""Sợi len mềm mại"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Vintage, Thanh lịch, Nhẹ nhàng"",""Mẫu"":""Trơn / Dệt kim"",""Mùa"":""Thu Đông"",""Tính năng"":""Cổ Henley (hàng cúc trước), Cúc gỗ tạo điểm nhấn, Form Regular"",""Hoàn cảnh"":""Hằng ngày, Hẹn hò, Dạo phố, Đi làm"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ Henley"",""Kiểu nút"":""Cúc gỗ""}",https://shopee.vn/%C3%81o-Len-Nam-KRIK-Form-Regular-Ch%E1%BA%A5t-Len-M%E1%BB%81m-M%E1%BA%A1i-Thi%E1%BA%BFt-K%E1%BA%BF-Henley-C%C3%BAc-G%E1%BB%97-T%E1%BA%A1o-%C4%90i%E1%BB%83m-Nh%E1%BA%A5n-AL3597-i.200790122.54252848699?extraParams=%7B%22display_model_id%22%3A420275322102%2C%22model_selection_logic%22%3A3%7D,439.000đ
Áo len nam ROWAY Premium Len dài khóa kéo thanh lịch,"Áo Hoodie, Áo Len & Áo Nỉ",ROWAY,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""ROWAY"",""Chất liệu"":""Len Premium cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Lịch lãm, Sang trọng, Hàn Quốc"",""Mẫu"":""Trơn / Dệt kim mịn"",""Mùa"":""Thu Đông"",""Tính năng"":""Khóa kéo cổ, Giữ ấm tốt, Không xù lông, Đứng form"",""Hoàn cảnh"":""Đi làm, Công sở, Dự tiệc, Hẹn hò"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ cao khóa kéo (Moch Neck Zip)"",""Kiểu nút"":""Khóa kéo (Zipper)""}",https://shopee.vn/%C3%81o-len-nam-ROWAY-Premium-Len-d%C3%A0i-kh%C3%B3a-i.358123846.22557373779?extraParams=%7B%22display_model_id%22%3A184641248342%2C%22model_selection_logic%22%3A3%7D,385.000đ
Áo Len Ghile Nam SUKIYA Chất Len Lông Cừu Mềm Mịn Hàng Cao Cấp AL31,"Áo Hoodie, Áo Len & Áo Nỉ",SUKIYA,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""SUKIYA"",""Chất liệu"":""Len lông cừu mềm mịn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hàn Quốc, Thanh lịch, Trẻ trung"",""Mẫu"":""Trơn / Dệt kim"",""Mùa"":""Thu Đông"",""Tính năng"":""Giữ ấm, Không xù lông, Dễ phối layer"",""Hoàn cảnh"":""Đi học, Đi làm, Hằng ngày, Dạo phố"",""Chiều dài tay áo"":""Sát nách (Gile)"",""Kiểu cổ áo"":""Cổ tim (V-neck)""}",https://shopee.vn/%C3%81o-Len-Ghile-Nam-SUKIYA-Ch%E1%BA%A5t-Len-L%C3%B4ng-C%E1%BB%ABu-M%E1%BB%81m-M%E1%BB%8Bn-H%C3%A0ng-Cao-C%E1%BA%A5p-AL31-i.38038824.11859033515?extraParams=%7B%22display_model_id%22%3A47520323547%2C%22model_selection_logic%22%3A3%7D,236.500đ
Áo Len Nam Cổ Tròn SUKIYA Hàng Hiệu Chất Dày Dặn Form Hàn Quốc Đẹp AL10,"Áo Hoodie, Áo Len & Áo Nỉ",SUKIYA,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""SUKIYA"",""Chất liệu"":""Len mềm dày dặn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hàn Quốc, Trẻ trung, Năng động"",""Mẫu"":""Trơn / Dệt kim"",""Mùa"":""Thu Đông"",""Tính năng"":""Giữ ấm tốt, Chất len dày dặn, Không xù lông"",""Hoàn cảnh"":""Đi học, Đi làm, Hằng ngày, Dạo phố"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ tròn""}",https://shopee.vn/%C3%81o-Len-Nam-C%E1%BB%95-Tr%C3%B2n-SUKIYA-H%C3%A0ng-Hi%E1%BB%87u-Ch%E1%BA%A5t-d%C3%A0y-d%E1%BA%B7n-Fom-H%C3%A0n-Qu%E1%BB%91c-%C4%91%E1%BA%B9p-AL10-i.38038824.2710937663?extraParams=%7B%22display_model_id%22%3A6432844229%2C%22model_selection_logic%22%3A3%7D,230.000đ
Áo Len Nam Cổ Lọ SUKIYA Chất Len Dày Dặn kiểu dáng Hàn Quốc AL52,"Áo Hoodie, Áo Len & Áo Nỉ",SUKIYA,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""SUKIYA"",""Chất liệu"":""Len dày dặn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hàn Quốc, Thanh lịch, Cổ điển"",""Mẫu"":""Trơn / Dệt kim"",""Mùa"":""Thu Đông"",""Tính năng"":""Cổ lọ giữ ấm tốt, Chất len dày dặn, Không xù lông"",""Hoàn cảnh"":""Đi học, Đi làm, Hằng ngày, Mùa đông lạnh"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ lọ (Turtleneck)""}",https://shopee.vn/%C3%81o-Len-Nam-C%E1%BB%95-L%E1%BB%8D-SUKIYA-Ch%E1%BA%A5t-Len-D%C3%A0y-D%E1%BA%B7n-ki%E1%BB%83u-d%C3%A1ng-H%C3%A0n-Qu%E1%BB%91c-AL52-i.38038824.23501790625?extraParams=%7B%22display_model_id%22%3A128050620698%2C%22model_selection_logic%22%3A3%7D,199.000đ
Áo len nam cổ tròn dệt kim kẻ sọc phong cách Hàn Quốc giữ ấm mùa đông vải mềm mịn không gây ngứa,"Áo Hoodie, Áo Len & Áo Nỉ",HEYMAN,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Len dệt kim"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hàn Quốc, Trẻ trung"",""Mẫu"":""Kẻ sọc"",""Mùa"":""Mùa đông"",""Tính năng"":""Giữ ấm, mềm mại, không kích ứng da"",""Hoàn cảnh"":""Đi học, Đi dạo phố"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn""}",null,320.000 đ
Áo Len Nam HEYMAN Cao Cấp Cổ Lọ Vải Len Cashmere Giữ Nhiệt Tốt Form Dáng Thanh Lịch HM-L05,"Áo Hoodie, Áo Len & Áo Nỉ",HEYMAN,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Len Cashmere pha"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Cổ điển"",""Mẫu"":""Trơn"",""Mùa"":""Mùa đông"",""Tính năng"":""Giữ nhiệt sâu, siêu mềm"",""Hoàn cảnh"":""Đi làm, Dự tiệc"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ lọ""}",null,450.000 đ
Áo Len Cardigan ZUNE.ZX Darkwear Aesthetic Oversized Knitwear Local Brand Phá Cách ZX-L01,"Áo Hoodie, Áo Len & Áo Nỉ",ZUNE.ZX,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""ZUNE.ZX"",""Chất liệu"":""Len Acrylic dày"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Darkwear, Gothic"",""Mẫu"":""Oversized / Phá cách"",""Mùa"":""Thu Đông"",""Tính năng"":""Dày dặn, giữ form đứng"",""Hoàn cảnh"":""Chụp ảnh OOTD, Sự kiện thời trang"",""Chiều dài tay áo"":""Dài tay"",""Kiểu nút"":""Cúc cài bản lớn""}",null,580.000 đ
Áo len nam ZUNE.ZX form rộng rách gấu phong cách streetwear bụi bặm vải len thô dày dặn cá tính,"Áo Hoodie, Áo Len & Áo Nỉ",ZUNE.ZX,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""ZUNE.ZX"",""Chất liệu"":""Len thô"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Bụi bặm"",""Mẫu"":""Rách gấu (Distressed)"",""Mùa"":""Thu Đông"",""Tính năng"":""Phong cách độc bản, thoáng khí"",""Hoàn cảnh"":""Đi quẩy, Dạo phố"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn""}",null,490.000 đ
Áo Len Nam DIRTYCOINS Họa Tiết Monogram Dệt Jacquard Thời Trang Đường Phố Nổi Bật DC-L09,"Áo Hoodie, Áo Len & Áo Nỉ",DIRTYCOINS,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Len sợi tổng hợp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Trendy"",""Mẫu"":""Monogram dệt chìm"",""Mùa"":""Thu Đông"",""Tính năng"":""Họa tiết sắc nét, không phai"",""Hoàn cảnh"":""Đi chơi, Cafe cùng bạn bè"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn""}",null,420.000 đ
Áo Len Sweater DIRTYCOINS Y2K Signature Knit Pullover Unisex Form Suông Dễ Phối Đồ DC-L10,"Áo Hoodie, Áo Len & Áo Nỉ",DIRTYCOINS,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Len Cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Y2K, Unisex"",""Mẫu"":""In logo đặc trưng"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mềm mại, thấm hút tốt"",""Hoàn cảnh"":""Hẹn hò, Đi học"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn""}",null,390.000 đ
Áo len nam cardigan Teelab cổ tim phối màu họa tiết trám classic form rộng mặc đôi cực đẹp,"Áo Hoodie, Áo Len & Áo Nỉ",Teelab,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Len tăm dày"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Vintage, Học đường"",""Mẫu"":""Họa tiết trám (Argyle)"",""Mùa"":""Thu Đông"",""Tính năng"":""Co giãn tốt, giữ nhiệt nhẹ"",""Hoàn cảnh"":""Đi dã ngoại, Chụp ảnh couple"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tim (Cổ chữ V)"",""Kiểu nút"":""Cúc cài nhựa""}",null,350.000 đ
Áo Len Teelab Graphic Knit Sweater In Hình Họa Tiết Ngộ Nghĩnh Form Rộng Năng Động SS102,"Áo Hoodie, Áo Len & Áo Nỉ",Teelab,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Len sợi mềm"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Dễ thương"",""Mẫu"":""In hình graphic"",""Mùa"":""Thu Đông"",""Tính năng"":""Thân thiện với da, không nhăn"",""Hoàn cảnh"":""Mặc hàng ngày, Đi chơi"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn""}",null,310.000 đ
Áo Len Polo Nam POLOMANOR Cổ Bẻ Dệt Kim Vải Mềm Mịn Thanh Lịch Smart Casual PM-L08,"Áo Hoodie, Áo Len & Áo Nỉ",POLOMANOR,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""POLOMANOR"",""Chất liệu"":""Len tăm nhỏ cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Smart Casual, Thanh lịch"",""Mẫu"":""Trơn dệt kim"",""Mùa"":""Thu Đông"",""Tính năng"":""Mềm mịn, đứng form, sang trọng"",""Hoàn cảnh"":""Đi làm, Gặp đối tác"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ bẻ""}",null,480.000 đ
Áo len gile nam POLOMANOR sát nách phối sơ mi phong cách vintage vải dày dặn giữ form cực tốt,"Áo Hoodie, Áo Len & Áo Nỉ",POLOMANOR,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""POLOMANOR"",""Chất liệu"":""Len sợi dày"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Học đường (Preppy), Cổ điển"",""Mẫu"":""Gile sát nách"",""Mùa"":""Thu Đông"",""Tính năng"":""Dày dặn, giữ form, dễ phối layer"",""Hoàn cảnh"":""Đi học, Đi làm, Cafe"",""Chiều dài tay áo"":""Sát nách"",""Kiểu cổ áo"":""Cổ tim""}",null,360.000 đ
Áo len nam OWEN cổ lọ lót lông cừu giữ ấm mùa đông dáng ôm slimfit thanh lịch đi làm công sở,"Áo Hoodie, Áo Len & Áo Nỉ",OWEN,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""OWEN"",""Chất liệu"":""Len pha lót lông cừu"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Thanh lịch"",""Mẫu"":""Trơn"",""Mùa"":""Mùa đông"",""Tính năng"":""Giữ ấm cực tốt, đứng nếp"",""Hoàn cảnh"":""Đi làm, Mặc hàng ngày"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ lọ""}",null,550.000 đ
Áo Len Nam OWEN Dệt Kim Cao Cấp Mềm Mịn Chống Nhăn Dễ Phối Đồ OW-L01,"Áo Hoodie, Áo Len & Áo Nỉ",OWEN,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""OWEN"",""Chất liệu"":""Len dệt kim cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Tối giản, Hiện đại"",""Mẫu"":""Trơn basic"",""Mùa"":""Thu Đông"",""Tính năng"":""Mềm mịn, chống nhăn, co giãn nhẹ"",""Hoàn cảnh"":""Giao tiếp, Đi làm, Sự kiện"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn""}",null,620.000 đ
Áo Len NOVAR Heavyweight Knit Sweater Dáng Rộng Streetwear Unisex Cho Nam Nữ NV-SW05,"Áo Hoodie, Áo Len & Áo Nỉ",NOVAR,"{""Danh Mục"":""Áo len"",""Thương hiệu"":""NOVAR"",""Chất liệu"":""Len sợi to định lượng cao (Heavyweight)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Unisex"",""Mẫu"":""Trơn"",""Mùa"":""Mùa đông"",""Tính năng"":""Dày dặn, giữ ấm, đứng form"",""Hoàn cảnh"":""Dạo phố, Chụp ảnh OOTD"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn"",""Rất lớn"":""Có""}",null,580.000 đ
